Name,h2,h3,h4,h5,h6,url
",,A-Z our people,Contact & Links","Summary,Publications,Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Contact,Location,Summary,Journals,Conference,Affiliations,Links,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Mark A Birrell,Emeritus Professor Anne E Bishop,Dr Louise M Blakemore,Dr Susannah A A Bloch,Dr Chloe Bloom,Dr Matteo Bonini,Mr Jake Bonner,Dr Katie L Bonner,Dr Sara J Bonvini,Professor Alan R Boobis OBE,Dr Peter J Bourdillon,Dr Elizabeth F Bowen,Dr Bob Boyle MB ChB, PhD,Dr Joseph J Boyle,Dr Vania M M Braga,Dr William J Branchett,Professor Thomas Brand,Ms Rachel M Breen,Mr Samuel A Bremang,Mr Christopher R Brookes,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/p.bhavsar, http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=5"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=92, http://podlearn.org/profile/Julia-Kenkre/213"
Object Moved,No data,",Meet the Team,",No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=111, http://clahrc-northwestlondon.nihr.ac.uk/about-us/meet-the-team"
"Object Moved,,Dr Shivani Misra,,Shivani Misra,,,@,,,,Shivani Misra,,,,@,,,@,@,Shivani Misra,@,Shivani Misra,@,Julie Brake,@,Julie Brake,@,Anna Gloyn,@,@,@,Ines Fonseca,@,Elizabeth Robertson,@,Richard Oram,@,Matt Green,@,Scott Seiss,@,Shivani Misra,@,Jacob de Wolff,@,Shivani Misra,@,Nicola Guess,@,hannahchatwin,@,@,@,Shivani Misra,@,Simon Heller,@,Shivani Misra,@,Shivani Misra,@,Kamlesh Khunti,@,Kamlesh Khunti,@,@,@,@,@,@,@,@,Abd Tahrani,@,@,@,@,@,@,@,@,NIHR Research,@,@,@,@,@,@,@,@,Diabetes UK,@,@,@,@,@,@,@,@,Amar Puttanna,@,@,@,@,@,@,@,@,Partha S Kar,,,@,@,@,@,@,@,@,@,NIHR ARC East Midlands,@,@,@,@,@,@,@,@,Patrick Holmes,@,@,@,@,@,@,@,@,Shivani Misra,@,@,@,@,@,@,@,@,Prof. Wasim Hanif,@,@,@,@,@,@,@,@,Sarah N Ali,FRSA,@,Diabetes UK Research,@,Kamlesh Khunti,@,@,@,@,@,@,@,@,Diabetes UK,@,@,@,@,@,@,@,@,Partha S Kar,,,@,@,@,@,@,@,@,@,Sarah N Ali,FRSA,@,@,@,@,@,@,@,@,Prof. Wasim Hanif,@,@,@,@,@,@,@,@,Abd Tahrani,@,@,@,@,@,@,@,@,Amar Puttanna,@,@,@,@,@,@,@,@,Patrick Holmes,@,Shivani Misra,@,Shivani Misra,@,Chris Vanderveen,@,Jasvir Singh,@,,","Summary,Publications,,,@,ShivaniM_KC,,,Tweets,You blocked,@,ShivaniM_KC,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Contact,Location,Summary,Journals,Affiliations,Links,Saved searches,Shivani Misra followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment",No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=123, http://www.imperial.ac.uk/people/s.misra, https://twitter.com/shivanim_kc"
"A-Z our people,Contact & Links,Moved Permanently","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Claudia I Juarez Molina,Miss Tamanna Kabir,Dr Balrik Kailey,Miss Cheyanne Kailla,Dr Constantinos Kallis,Dr Viktoria Kalna,Dr Kam Kalsi,Dr Sunthar Kanaganayagam,Professor Prapa Kanagaratnam,Dr Jasper Kappen,Mrs Sabrina Kapur,Ms Sarah Kargbo,Miss Anna Kasim,Dr Sundeep Kaul,Dr Amit Kaura,Mrs Meliha Kaya-Barge,Dr Nandita Kaza,Dr Tata Kebadze,Dr Jennifer Keegan,Dr Daniel Keene,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/miland.joshi, http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=22, http://www.lshtm.ac.uk/aboutus/people/joshi.miland"
"A-Z our people,Contact & Links","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Maeve M Kelleher,Dr Julia L Kelly,Dr Mihir K A Kelshiker,Dr Paul Kemp,Dr Samuel V Kemp,Dr Aleksander Kempny,Dr Alison E Kent,Miss Anjeli V Ketkar,Dr Zohya Khalique,Dr Ramzi Y J Khamis,Professor Faisel Khan,Dr Fouzia Khan,Dr Akif A Khawaja,Dr Sally Y Kim,Mrs Amie Kinchin,Mrs Emily V Kinchin,Dr Shaun Kingston,Dr Allan P Kiprianos,Dr Nicholas S Kirkby,Dr Sam Kit-Anan,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=23"
"A-Z our people,Contact & Links","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Professor Mark Lathrop,Dr Najma Latif,Miss Lorraine Lawrence,Professor Allan Lawrie,Dr Janice A Layhadi,Dr Michael Lee,Dr Richard Lee,Dr Birgit Leitinger,Dr Alexandra Lenoir,Ms Gale E Lewis,Dr Hong Li,Mr Ming Li,Dr Wei Li,Dr Xinyang Li,Dr Vincenzo Libri,Dr Felicity Liew,Dr Boon Lim PhD MA MRCP,Mr Eric Lim,Professor Clare M Lloyd,Dr Guy Lloyd,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=25"
"A-Z our people,Contact & Links","Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Professor Mark Lathrop,Dr Najma Latif,Miss Lorraine Lawrence,Professor Allan Lawrie,Dr Janice A Layhadi,Dr Michael Lee,Dr Richard Lee,Dr Birgit Leitinger,Dr Alexandra Lenoir,Ms Gale E Lewis,Dr Hong Li,Mr Ming Li,Dr Wei Li,Dr Xinyang Li,Dr Vincenzo Libri,Dr Felicity Liew,Dr Boon Lim PhD MA MRCP,Mr Eric Lim,Professor Clare M Lloyd,Dr Guy Lloyd,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=25"
",,A-Z our people,Contact & Links","Summary,Selected Publications,Imperial,Alert,Main Navigation,National Heart and Lung Institute,About us,Section Information,Useful Links,College Information,Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Contact,Location,Summary,Journal Articles,Affiliations,Links,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Duncan J Macrae,Mr Gurpreet Madan,Dr Susan Madge,Mr Kieran J Madon,Emeritus Professor Tony Magee FRSB,Dr Dina Mahdi,Professor Toby M Maher,Miss Karina S Mahiouz,Dr Iqbal S Malik,Emeritus Professor Marek Malik,Dr William D Man,Dr Amit K Mandal,Dr Catherine A Mansfield,Dr Yury Mareev,Miss Isra Marei,Ms Myril Mariveles,Dr Vias Markides,Dr Thomais Markou,Professor Bradley Maron,Dr Dominic C Marshall,Faculty of Medicine,More on NHLI,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Cited by,View all,Co-authors,View all","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/p.luther, http://www.imperial.ac.uk/nhli/about-us/a-z-our-people/?instanceid=%2fmedicine%2fnational-heart-and-lung-institute%2fabout-us%2fpeople%2f&pplist-action=people.html&page=27, https://scholar.google.co.in/citations?user=9HXfDS0AAAAJ&hl=enhttp://www.pradeepluther.com/pklwork19may02/Contact_Us.htm"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=151"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=161"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=66"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=72"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=180"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=182https://www.researchgate.net/profile/Anisha_Tanna2/info, https://www.ealingpaces.com/about-us/meet-the-tutors/dr-anisha-tanna/"
